Symbol
LABU
LABU
LABU
SOXL
SOXL
SOXL
SOXL
SOXL
SOXL
CCL   240119C00007500
CCL   240119C00010000
CCL   240119C00010000
CCL   240119C00012500
CCL   240119C00012500
CCL   240119C00012500
CCL   240119C00012500
CCL   240119C00012500
CCL   240119C00015000
CCL   240119C00015000
CCL   240119C00015000
CCL   240119C00017500
CCL   240119C00017500
CCL   240119C00017500
CCL   240119C00017500
CCL   240119C00017500
CCL   240119P00010000
CCL   240119P00010000
LABU  230203P00007500
LABU  230203P00007500
LABU  230210P00009000
LABU  230210P00009000
LABU  230217P00008000
LABU  230217P00008000
LABU  230310P00008000
LABU  230310P00008000
LABU  230317C00007000
LABU  230317C00007000
LABU  230317P00006500
LABU  230317P00006500
LABU  230317P00007000
LABU  230317P00007000
LABU  230324C00006000
LABU  230324C00006000
LABU  230331C00007000
LABU  230331C00007000
LABU  230331P00005000
LABU  230331P00005000
LABU  230331P00007000
LABU  230331P00007000
LABU  230406P00006000
LABU  230406P00006000
LABU  230414C00005000
LABU  230414C00005000
LABU  240119C00005000
LABU  240119C00005000
LABU  240119C00006000
LABU  240119C00006000
LABU  240119C00006000
LABU  240119C00006000
LABU  240119C00007000
LABU  240119C00010000
LABU  240119C00010000
LABU  240119C00012000
LABU  240119C00012000
LABU  240119C00013000
LABU  240119C00016000
LABU  240119C00016000
LABU  240119P00001000
LABU  240119P00001000
LABU  240119P00001000
LABU  240119P00005000
LABU  240119P00005000
LABU  240119P00006000
LABU  240119P00006000
LABU  240119P00006000
LABU  240119P00006000
LABU  240119P00006000
LABU  240119P00006000
LABU  240119P00007000
LABU  240119P00007000
LABU  240119P00007000
LABU  240119P00007000
LABU  240119P00008000
LABU  240119P00008000
LABU  240119P00008000
LABU  240119P00008000
LABU  240119P00008000
LABU  240119P00008000
LABU  240119P00008000
LABU  240119P00008000
LABU  240119P00009000
LABU  240119P00009000
LABU  240119P00010000
LABU  240119P00010000
LABU  240119P00014000
LABU  250117C00005000
LABU  250117C00005000
LABU  250117C00005000
LABU  250117C00006000
LABU  250117C00006000
LABU  250117C00006000
LABU  250117C00007000
LABU  250117P00004000
LABU  250117P00004000
LABU  250117P00005000
LABU  250117P00005000
SOXL  230113C00012000
SOXL  230113C00012000
SOXL  230113C00012500
SOXL  230113C00012500
SOXL  230113P00011500
SOXL  230113P00011500
SOXL  230113P00012000
SOXL  230113P00012000
SOXL  230120C00012930
SOXL  230120C00012930
SOXL  230120P00010000
SOXL  230120P00011000
SOXL  230120P00011000
SOXL  230120P00012870
SOXL  230120P00012870
SOXL  230203C00014000
SOXL  230203C00014000
SOXL  230203P00013000
SOXL  230203P00013000
SOXL  230203P00013500
SOXL  230203P00013500
SOXL  230203P00014000
SOXL  230203P00014000
SOXL  230203P00016000
SOXL  230203P00016000
SOXL  230210C00016500
SOXL  230210C00016500
SOXL  230210C00017000
SOXL  230210C00017000
SOXL  230210C00017000
SOXL  230210C00017000
SOXL  230210C00017000
SOXL  230210C00017000
SOXL  230210P00009500
SOXL  230210P00009500
SOXL  230210P00012000
SOXL  230210P00012000
SOXL  230210P00017500
SOXL  230210P00017500
SOXL  230210P00017500
SOXL  230210P00017500
SOXL  230217C00013000
SOXL  230217C00013000
SOXL  230217C00014000
SOXL  230217C00014000
SOXL  230217C00016000
SOXL  230217C00016000
SOXL  230217C00016000
SOXL  230217C00016000
SOXL  230217C00017000
SOXL  230217C00017000
SOXL  230217P00012000
SOXL  230217P00012000
SOXL  230217P00013000
SOXL  230217P00013000
SOXL  230217P00013000
SOXL  230217P00013000
SOXL  230217P00013000
SOXL  230217P00015500
SOXL  230217P00015500
SOXL  230224C00013000
SOXL  230224C00013000
SOXL  230224C00013000
SOXL  230224C00013000
SOXL  230224C00013000
SOXL  230224C00013000
SOXL  230224C00014000
SOXL  230224C00014000
SOXL  230224C00014000
SOXL  230224C00014000
SOXL  230224C00014000
SOXL  230224C00014000
SOXL  230224C00014000
SOXL  230224C00014000
SOXL  230224C00014000
SOXL  230224C00015000
SOXL  230224C00015000
SOXL  230224C00015000
SOXL  230224C00015000
SOXL  230224C00015000
SOXL  230224C00016000
SOXL  230224C00016000
SOXL  230224C00016000
SOXL  230224C00016000
SOXL  230224C00017000
SOXL  230224C00017000
SOXL  230224P00012500
SOXL  230224P00012500
SOXL  230224P00012500
SOXL  230224P00012500
SOXL  230224P00013000
SOXL  230224P00013000
SOXL  230224P00013000
SOXL  230224P00013000
SOXL  230224P00013000
SOXL  230224P00013000
SOXL  230224P00015000
SOXL  230224P00015000
SOXL  230224P00015500
SOXL  230224P00015500
SOXL  230224P00017000
SOXL  230224P00017000
SOXL  230224P00020000
SOXL  230224P00020000
SOXL  230224P00020000
SOXL  230224P00020000
SOXL  230303C00013000
SOXL  230303C00013000
SOXL  230303C00013000
SOXL  230303C00013000
SOXL  230303C00015000
SOXL  230303C00015000
SOXL  230303C00017000
SOXL  230303C00017000
SOXL  230303P00011000
SOXL  230303P00011000
SOXL  230303P00012000
SOXL  230303P00012000
SOXL  230303P00012000
SOXL  230303P00014000
SOXL  230303P00014000
SOXL  230303P00014500
SOXL  230303P00014500
SOXL  230303P00015000
SOXL  230303P00015000
SOXL  230303P00015000
SOXL  230303P00015000
SOXL  230303P00015500
SOXL  230303P00015500
SOXL  230303P00016500
SOXL  230303P00016500
SOXL  230303P00017000
SOXL  230303P00017000
SOXL  230303P00017000
SOXL  230303P00017000
SOXL  230303P00017000
SOXL  230303P00017000
SOXL  230303P00018000
SOXL  230303P00018000
SOXL  230303P00018000
